X,Y,Type,Impassable,SlopeLeft,SlopeRight,Sound,Deathly,Clear
0,0,stone_3,False,0,0,,False,False
0,1,stone_0,False,0,0,,False,False
0,2,stone_2,False,0,0,,False,False
0,3,stone_3,False,0,0,,False,False
0,4,stone_0,False,0,0,,False,False
0,5,stone_2,False,0,0,,False,False
0,6,stone_3,False,0,0,,False,False
0,7,stone_3,False,0,0,,False,False
0,8,stone_floor,True,0,0,,False,False
0,9,stone_floor_base,True,0,0,,False,False
0,10,stone_floor_base,True,0,0,,False,False
0,11,stone_floor_base,True,0,0,,False,False
0,12,stone_floor_base,True,0,0,,False,False
0,13,stone_floor_base,True,0,0,,False,False
0,14,stone_floor_base,True,0,0,,False,False
0,15,stone_floor_base,True,0,0,,False,False
0,16,stone_floor_base,True,0,0,,False,False
0,17,stone_floor_base,True,0,0,,False,False
0,18,stone_floor_base,True,0,0,,False,False
0,19,stone_floor_base,True,0,0,,False,False
0,20,stone_floor_base,True,0,0,,False,False
0,21,stone_floor_base,True,0,0,,False,False
0,22,stone_floor_base,True,0,0,,False,False
0,23,stone_floor_base,True,0,0,,False,False
0,24,stone_floor_base,True,0,0,,False,False
0,25,stone_floor_base,True,0,0,,False,False
0,26,stone_floor_base,True,0,0,,False,False
0,27,stone_floor_base,True,0,0,,False,False
1,0,stone_3,False,0,0,,False,False
1,1,stone_0,False,0,0,,False,False
1,2,stone_1,False,0,0,,False,False
1,3,stone_0,False,0,0,,False,False
1,4,stone_1,False,0,0,,False,False
1,5,stone_1,False,0,0,,False,False
1,6,stone_0,False,0,0,,False,False
1,7,stone_2,False,0,0,,False,False
1,8,stone_floor,True,0,0,,False,False
1,9,stone_floor_base,True,0,0,,False,False
1,10,stone_floor_base,True,0,0,,False,False
1,11,stone_floor_base,True,0,0,,False,False
1,12,stone_floor_base,True,0,0,,False,False
1,13,stone_floor_base,True,0,0,,False,False
1,14,stone_floor_base,True,0,0,,False,False
1,15,stone_floor_base,True,0,0,,False,False
1,16,stone_floor_base,True,0,0,,False,False
1,17,stone_floor_base,True,0,0,,False,False
1,18,stone_floor_base,True,0,0,,False,False
1,19,stone_floor_base,True,0,0,,False,False
1,20,stone_floor_base,True,0,0,,False,False
1,21,stone_floor_base,True,0,0,,False,False
1,22,stone_floor_base,True,0,0,,False,False
1,23,stone_floor_base,True,0,0,,False,False
1,24,stone_floor_base,True,0,0,,False,False
1,25,stone_floor_base,True,0,0,,False,False
1,26,stone_floor_base,True,0,0,,False,False
1,27,stone_floor_base,True,0,0,,False,False
2,0,stone_1,False,0,0,,False,False
2,1,stone_3,False,0,0,,False,False
2,2,stone_0,False,0,0,,False,False
2,3,stone_3,False,0,0,,False,False
2,4,stone_0,False,0,0,,False,False
2,5,stone_2,False,0,0,,False,False
2,6,stone_3,False,0,0,,False,False
2,7,stone_0,False,0,0,,False,False
2,8,stone_floor,True,0,0,,False,False
2,9,stone_floor_base,True,0,0,,False,False
2,10,stone_floor_base,True,0,0,,False,False
2,11,stone_floor_base,True,0,0,,False,False
2,12,stone_floor_base,True,0,0,,False,False
2,13,stone_floor_base,True,0,0,,False,False
2,14,stone_floor_base,True,0,0,,False,False
2,15,stone_floor_base,True,0,0,,False,False
2,16,stone_floor_base,True,0,0,,False,False
2,17,stone_floor_base,True,0,0,,False,False
2,18,stone_floor_base,True,0,0,,False,False
2,19,stone_floor_base,True,0,0,,False,False
2,20,stone_floor_base,True,0,0,,False,False
2,21,stone_floor_base,True,0,0,,False,False
2,22,stone_floor_base,True,0,0,,False,False
2,23,stone_floor_base,True,0,0,,False,False
2,24,stone_floor_base,True,0,0,,False,False
2,25,stone_floor_base,True,0,0,,False,False
2,26,stone_floor_base,True,0,0,,False,False
2,27,stone_floor_base,True,0,0,,False,False
3,0,stone_2,False,0,0,,False,False
3,1,stone_3,False,0,0,,False,False
3,2,stone_1,False,0,0,,False,False
3,3,stone_2,False,0,0,,False,False
3,4,stone_0,False,0,0,,False,False
3,5,stone_2,False,0,0,,False,False
3,6,stone_1,False,0,0,,False,False
3,7,stone_3,False,0,0,,False,False
3,8,stone_floor,True,0,0,,False,False
3,9,stone_floor_base,True,0,0,,False,False
3,10,stone_floor_base,True,0,0,,False,False
3,11,stone_floor_base,True,0,0,,False,False
3,12,stone_floor_base,True,0,0,,False,False
3,13,stone_floor_base,True,0,0,,False,False
3,14,stone_floor_base,True,0,0,,False,False
3,15,stone_floor_base,True,0,0,,False,False
3,16,stone_floor_base,True,0,0,,False,False
3,17,stone_floor_base,True,0,0,,False,False
3,18,stone_floor_base,True,0,0,,False,False
3,19,stone_floor_base,True,0,0,,False,False
3,20,stone_floor_base,True,0,0,,False,False
3,21,stone_floor_base,True,0,0,,False,False
3,22,stone_floor_base,True,0,0,,False,False
3,23,stone_floor_base,True,0,0,,False,False
3,24,stone_floor_base,True,0,0,,False,False
3,25,stone_floor_base,True,0,0,,False,False
3,26,stone_floor_base,True,0,0,,False,False
3,27,stone_floor_base,True,0,0,,False,False
4,0,stone_2,False,0,0,,False,False
4,1,stone_2,False,0,0,,False,False
4,2,stone_3,False,0,0,,False,False
4,3,stone_0,False,0,0,,False,False
4,4,stone_3,False,0,0,,False,False
4,5,stone_1,False,0,0,,False,False
4,6,stone_0,False,0,0,,False,False
4,7,stone_3,False,0,0,,False,False
4,8,stone_floor,True,0,0,,False,False
4,9,stone_floor_base,True,0,0,,False,False
4,10,stone_floor_base,True,0,0,,False,False
4,11,stone_floor_base,True,0,0,,False,False
4,12,stone_floor_base,True,0,0,,False,False
4,13,stone_floor_base,True,0,0,,False,False
4,14,stone_floor_base,True,0,0,,False,False
4,15,stone_floor_base,True,0,0,,False,False
4,16,stone_floor_base,True,0,0,,False,False
4,17,stone_floor_base,True,0,0,,False,False
4,18,stone_floor_base,True,0,0,,False,False
4,19,stone_floor_base,True,0,0,,False,False
4,20,stone_floor_base,True,0,0,,False,False
4,21,stone_floor_base,True,0,0,,False,False
4,22,stone_floor_base,True,0,0,,False,False
4,23,stone_floor_base,True,0,0,,False,False
4,24,stone_floor_base,True,0,0,,False,False
4,25,stone_floor_base,True,0,0,,False,False
4,26,stone_floor_base,True,0,0,,False,False
4,27,stone_floor_base,True,0,0,,False,False
5,0,stone_1,False,0,0,,False,False
5,1,stone_0,False,0,0,,False,False
5,2,stone_0,False,0,0,,False,False
5,3,stone_0,False,0,0,,False,False
5,4,stone_0,False,0,0,,False,False
5,5,stone_3,False,0,0,,False,False
5,6,stone_2,False,0,0,,False,False
5,7,stone_1,False,0,0,,False,False
5,8,stone_floor,True,0,0,,False,False
5,9,stone_floor_base,True,0,0,,False,False
5,10,stone_floor_base,True,0,0,,False,False
5,11,stone_floor_base,True,0,0,,False,False
5,12,stone_floor_base,True,0,0,,False,False
5,13,stone_floor_base,True,0,0,,False,False
5,14,stone_floor_base,True,0,0,,False,False
5,15,stone_floor_base,True,0,0,,False,False
5,16,stone_floor_base,True,0,0,,False,False
5,17,stone_floor_base,True,0,0,,False,False
5,18,stone_floor_base,True,0,0,,False,False
5,19,stone_floor_base,True,0,0,,False,False
5,20,stone_floor_base,True,0,0,,False,False
5,21,stone_floor_base,True,0,0,,False,False
5,22,stone_floor_base,True,0,0,,False,False
5,23,stone_floor_base,True,0,0,,False,False
5,24,stone_floor_base,True,0,0,,False,False
5,25,stone_floor_base,True,0,0,,False,False
5,26,stone_floor_base,True,0,0,,False,False
5,27,stone_floor_base,True,0,0,,False,False
6,0,stone_3,False,0,0,,False,False
6,1,stone_1,False,0,0,,False,False
6,2,stone_1,False,0,0,,False,False
6,3,stone_0,False,0,0,,False,False
6,4,stone_0,False,0,0,,False,False
6,5,stone_1,False,0,0,,False,False
6,6,stone_3,False,0,0,,False,False
6,7,stone_0,False,0,0,,False,False
6,8,stone_floor,True,0,0,,False,False
6,9,stone_floor_base,True,0,0,,False,False
6,10,stone_floor_base,True,0,0,,False,False
6,11,stone_floor_base,True,0,0,,False,False
6,12,stone_floor_base,True,0,0,,False,False
6,13,stone_floor_base,True,0,0,,False,False
6,14,stone_floor_base,True,0,0,,False,False
6,15,stone_floor_base,True,0,0,,False,False
6,16,stone_floor_base,True,0,0,,False,False
6,17,stone_floor_base,True,0,0,,False,False
6,18,stone_floor_base,True,0,0,,False,False
6,19,stone_floor_base,True,0,0,,False,False
6,20,stone_floor_base,True,0,0,,False,False
6,21,stone_floor_base,True,0,0,,False,False
6,22,stone_floor_base,True,0,0,,False,False
6,23,stone_floor_base,True,0,0,,False,False
6,24,stone_floor_base,True,0,0,,False,False
6,25,stone_floor_base,True,0,0,,False,False
6,26,stone_floor_base,True,0,0,,False,False
6,27,stone_floor_base,True,0,0,,False,False
7,0,stone_2,False,0,0,,False,False
7,1,stone_3,False,0,0,,False,False
7,2,stone_0,False,0,0,,False,False
7,3,stone_3,False,0,0,,False,False
7,4,stone_2,False,0,0,,False,False
7,5,stone_2,False,0,0,,False,False
7,6,stone_3,False,0,0,,False,False
7,7,stone_3,False,0,0,,False,False
7,8,stone_floor,True,0,0,,False,False
7,9,stone_floor_base,True,0,0,,False,False
7,10,stone_floor_base,True,0,0,,False,False
7,11,stone_floor_base,True,0,0,,False,False
7,12,stone_floor_base,True,0,0,,False,False
7,13,stone_floor_base,True,0,0,,False,False
7,14,stone_floor_base,True,0,0,,False,False
7,15,stone_floor_base,True,0,0,,False,False
7,16,stone_floor_base,True,0,0,,False,False
7,17,stone_floor_base,True,0,0,,False,False
7,18,stone_floor_base,True,0,0,,False,False
7,19,stone_floor_base,True,0,0,,False,False
7,20,stone_floor_base,True,0,0,,False,False
7,21,stone_floor_base,True,0,0,,False,False
7,22,stone_floor_base,True,0,0,,False,False
7,23,stone_floor_base,True,0,0,,False,False
7,24,stone_floor_base,True,0,0,,False,False
7,25,stone_floor_base,True,0,0,,False,False
7,26,stone_floor_base,True,0,0,,False,False
7,27,stone_floor_base,True,0,0,,False,False
8,0,stone_1,False,0,0,,False,False
8,1,stone_0,False,0,0,,False,False
8,2,stone_2,False,0,0,,False,False
8,3,stone_0,False,0,0,,False,False
8,4,stone_0,False,0,0,,False,False
8,5,stone_2,False,0,0,,False,False
8,6,stone_1,False,0,0,,False,False
8,7,stone_1,False,0,0,,False,False
8,8,stone_floor,True,0,0,,False,False
8,9,stone_floor_base,True,0,0,,False,False
8,10,stone_floor_base,True,0,0,,False,False
8,11,stone_floor_base,True,0,0,,False,False
8,12,stone_floor_base,True,0,0,,False,False
8,13,stone_floor_base,True,0,0,,False,False
8,14,stone_floor_base,True,0,0,,False,False
8,15,stone_floor_base,True,0,0,,False,False
8,16,stone_floor_base,True,0,0,,False,False
8,17,stone_floor_base,True,0,0,,False,False
8,18,stone_floor_base,True,0,0,,False,False
8,19,stone_floor_base,True,0,0,,False,False
8,20,stone_floor_base,True,0,0,,False,False
8,21,stone_floor_base,True,0,0,,False,False
8,22,stone_floor_base,True,0,0,,False,False
8,23,stone_floor_base,True,0,0,,False,False
8,24,stone_floor_base,True,0,0,,False,False
8,25,stone_floor_base,True,0,0,,False,False
8,26,stone_floor_base,True,0,0,,False,False
8,27,stone_floor_base,True,0,0,,False,False
9,0,stone_2,False,0,0,,False,False
9,1,stone_0,False,0,0,,False,False
9,2,stone_0,False,0,0,,False,False
9,3,stone_0,False,0,0,,False,False
9,4,stone_0,False,0,0,,False,False
9,5,stone_2,False,0,0,,False,False
9,6,stone_2,False,0,0,,False,False
9,7,stone_3,False,0,0,,False,False
9,8,stone_floor,True,0,0,,False,False
9,9,stone_floor_base,True,0,0,,False,False
9,10,stone_floor_base,True,0,0,,False,False
9,11,stone_floor_base,True,0,0,,False,False
9,12,stone_floor_base,True,0,0,,False,False
9,13,stone_floor_base,True,0,0,,False,False
9,14,stone_floor_base,True,0,0,,False,False
9,15,stone_floor_base,True,0,0,,False,False
9,16,stone_floor_base,True,0,0,,False,False
9,17,stone_floor_base,True,0,0,,False,False
9,18,stone_floor_base,True,0,0,,False,False
9,19,stone_floor_base,True,0,0,,False,False
9,20,stone_floor_base,True,0,0,,False,False
9,21,stone_floor_base,True,0,0,,False,False
9,22,stone_floor_base,True,0,0,,False,False
9,23,stone_floor_base,True,0,0,,False,False
9,24,stone_floor_base,True,0,0,,False,False
9,25,stone_floor_base,True,0,0,,False,False
9,26,stone_floor_base,True,0,0,,False,False
9,27,stone_floor_base,True,0,0,,False,False
10,0,stone_3,False,0,0,,False,False
10,1,stone_0,False,0,0,,False,False
10,2,stone_3,False,0,0,,False,False
10,3,stone_3,False,0,0,,False,False
10,4,stone_3,False,0,0,,False,False
10,5,stone_2,False,0,0,,False,False
10,6,stone_3,False,0,0,,False,False
10,7,stone_2,False,0,0,,False,False
10,8,stone_floor,True,0,0,,False,False
10,9,stone_floor_base,True,0,0,,False,False
10,10,stone_floor_base,True,0,0,,False,False
10,11,stone_floor_base,True,0,0,,False,False
10,12,stone_floor_base,True,0,0,,False,False
10,13,stone_floor_base,True,0,0,,False,False
10,14,stone_floor_base,True,0,0,,False,False
10,15,stone_floor_base,True,0,0,,False,False
10,16,stone_floor_base,True,0,0,,False,False
10,17,stone_floor_base,True,0,0,,False,False
10,18,stone_floor_base,True,0,0,,False,False
10,19,stone_floor_base,True,0,0,,False,False
10,20,stone_floor_base,True,0,0,,False,False
10,21,stone_floor_base,True,0,0,,False,False
10,22,stone_floor_base,True,0,0,,False,False
10,23,stone_floor_base,True,0,0,,False,False
10,24,stone_floor_base,True,0,0,,False,False
10,25,stone_floor_base,True,0,0,,False,False
10,26,stone_floor_base,True,0,0,,False,False
10,27,stone_floor_base,True,0,0,,False,False
11,0,stone_0,False,0,0,,False,False
11,1,stone_3,False,0,0,,False,False
11,2,stone_0,False,0,0,,False,False
11,3,stone_0,False,0,0,,False,False
11,4,stone_2,False,0,0,,False,False
11,5,stone_3,False,0,0,,False,False
11,6,stone_2,False,0,0,,False,False
11,7,stone_0,False,0,0,,False,False
11,8,stone_floor,True,0,0,,False,False
11,9,stone_floor_base,True,0,0,,False,False
11,10,stone_floor_base,True,0,0,,False,False
11,11,stone_floor_base,True,0,0,,False,False
11,12,stone_floor_base,True,0,0,,False,False
11,13,stone_floor_base,True,0,0,,False,False
11,14,stone_floor_base,True,0,0,,False,False
11,15,stone_floor_base,True,0,0,,False,False
11,16,stone_floor_base,True,0,0,,False,False
11,17,stone_floor_base,True,0,0,,False,False
11,18,stone_floor_base,True,0,0,,False,False
11,19,stone_floor_base,True,0,0,,False,False
11,20,stone_floor_base,True,0,0,,False,False
11,21,stone_floor_base,True,0,0,,False,False
11,22,stone_floor_base,True,0,0,,False,False
11,23,stone_floor_base,True,0,0,,False,False
11,24,stone_floor_base,True,0,0,,False,False
11,25,stone_floor_base,True,0,0,,False,False
11,26,stone_floor_base,True,0,0,,False,False
11,27,stone_floor_base,True,0,0,,False,False
12,0,stone_2,False,0,0,,False,False
12,1,stone_2,False,0,0,,False,False
12,2,stone_2,False,0,0,,False,False
12,3,stone_3,False,0,0,,False,False
12,4,stone_1,False,0,0,,False,False
12,5,stone_3,False,0,0,,False,False
12,6,stone_2,False,0,0,,False,False
12,7,stone_0,False,0,0,,False,False
12,8,stone_floor,True,0,0,,False,False
12,9,stone_floor_base,True,0,0,,False,False
12,10,stone_floor_base,True,0,0,,False,False
12,11,stone_floor_base,True,0,0,,False,False
12,12,stone_floor_base,True,0,0,,False,False
12,13,stone_floor_base,True,0,0,,False,False
12,14,stone_floor_base,True,0,0,,False,False
12,15,stone_floor_base,True,0,0,,False,False
12,16,stone_floor_base,True,0,0,,False,False
12,17,stone_floor_base,True,0,0,,False,False
12,18,stone_floor_base,True,0,0,,False,False
12,19,stone_floor_base,True,0,0,,False,False
12,20,stone_floor_base,True,0,0,,False,False
12,21,stone_floor_base,True,0,0,,False,False
12,22,stone_floor_base,True,0,0,,False,False
12,23,stone_floor_base,True,0,0,,False,False
12,24,stone_floor_base,True,0,0,,False,False
12,25,stone_floor_base,True,0,0,,False,False
12,26,stone_floor_base,True,0,0,,False,False
12,27,stone_floor_base,True,0,0,,False,False
13,0,stone_0,False,0,0,,False,False
13,1,stone_3,False,0,0,,False,False
13,2,stone_0,False,0,0,,False,False
13,3,stone_0,False,0,0,,False,False
13,4,stone_1,False,0,0,,False,False
13,5,stone_3,False,0,0,,False,False
13,6,stone_3,False,0,0,,False,False
13,7,stone_3,False,0,0,,False,False
13,8,stone_floor,True,0,0,,False,False
13,9,stone_floor_base,True,0,0,,False,False
13,10,stone_floor_base,True,0,0,,False,False
13,11,stone_floor_base,True,0,0,,False,False
13,12,stone_floor_base,True,0,0,,False,False
13,13,stone_floor_base,True,0,0,,False,False
13,14,stone_floor_base,True,0,0,,False,False
13,15,stone_floor_base,True,0,0,,False,False
13,16,stone_floor_base,True,0,0,,False,False
13,17,stone_floor_base,True,0,0,,False,False
13,18,stone_floor_base,True,0,0,,False,False
13,19,stone_floor_base,True,0,0,,False,False
13,20,stone_floor_base,True,0,0,,False,False
13,21,stone_floor_base,True,0,0,,False,False
13,22,stone_floor_base,True,0,0,,False,False
13,23,stone_floor_base,True,0,0,,False,False
13,24,stone_floor_base,True,0,0,,False,False
13,25,stone_floor_base,True,0,0,,False,False
13,26,stone_floor_base,True,0,0,,False,False
13,27,stone_floor_base,True,0,0,,False,False
14,0,stone_0,False,0,0,,False,False
14,1,stone_3,False,0,0,,False,False
14,2,stone_3,False,0,0,,False,False
14,3,stone_3,False,0,0,,False,False
14,4,stone_0,False,0,0,,False,False
14,5,stone_2,False,0,0,,False,False
14,6,stone_1,False,0,0,,False,False
