X,Y,Type,Impassable,SlopeLeft,SlopeRight,Sound,Deathly,Clear
0,0,blank,False,0,0,,False,False
0,1,blank,False,0,0,,False,False
0,2,blank,False,0,0,,False,False
0,3,blank,False,0,0,,False,False
0,4,blank,False,0,0,,False,False
0,5,blank,False,0,0,,False,False
0,6,blank,False,0,0,,False,False
0,7,blank,False,0,0,,False,False
0,8,blank,False,0,0,,False,False
0,9,blank,False,0,0,,False,False
0,10,blank,False,0,0,,False,False
0,11,blank,False,0,0,,False,False
0,12,blank,False,0,0,,False,False
0,13,blank,False,0,0,,False,False
0,14,blank,False,0,0,,False,False
0,15,blank,False,0,0,,False,False
0,16,blank,False,0,0,,False,False
0,17,blank,False,0,0,,False,False
0,18,blank,False,0,0,,False,False
0,19,blank,False,0,0,,False,False
0,20,blank,False,0,0,,False,False
0,21,blank,False,0,0,,False,False
0,22,blank,False,0,0,,False,False
0,23,land,True,0,0,,False,False
0,24,dirt,True,0,0,,False,False
0,25,dirt,True,0,0,,False,False
0,26,dirt,True,0,0,,False,False
0,27,dirt,True,0,0,,False,False
0,28,blank,False,0,0,,False,False
0,29,blank,False,0,0,,False,False
0,30,blank,False,0,0,,False,False
0,31,blank,False,0,0,,False,False
0,32,blank,False,0,0,,False,False
0,33,blank,False,0,0,,False,False
0,34,blank,False,0,0,,False,False
0,35,blank,False,0,0,,False,False
0,36,blank,False,0,0,,False,False
0,37,blank,False,0,0,,False,False
0,38,blank,False,0,0,,False,False
0,39,blank,False,0,0,,False,False
0,40,blank,False,0,0,,False,False
0,41,blank,False,0,0,,False,False
0,42,blank,False,0,0,,False,False
0,43,lava,False,0,0,,False,False
0,44,lava_floor,True,0,0,,True,False
1,0,blank,False,0,0,,False,False
1,1,blank,False,0,0,,False,False
1,2,blank,False,0,0,,False,False
1,3,blank,False,0,0,,False,False
1,4,blank,False,0,0,,False,False
1,5,blank,False,0,0,,False,False
1,6,blank,False,0,0,,False,False
1,7,blank,False,0,0,,False,False
1,8,blank,False,0,0,,False,False
1,9,blank,False,0,0,,False,False
1,10,blank,False,0,0,,False,False
1,11,blank,False,0,0,,False,False
1,12,blank,False,0,0,,False,False
1,13,blank,False,0,0,,False,False
1,14,blank,False,0,0,,False,False
1,15,blank,False,0,0,,False,False
1,16,blank,False,0,0,,False,False
1,17,blank,False,0,0,,False,False
1,18,blank,False,0,0,,False,False
1,19,blank,False,0,0,,False,False
1,20,blank,False,0,0,,False,False
1,21,blank,False,0,0,,False,False
1,22,blank,False,0,0,,False,False
1,23,land,True,0,0,,False,False
1,24,dirt,True,0,0,,False,False
1,25,dirt,True,0,0,,False,False
1,26,dirt,True,0,0,,False,False
1,27,dirt,True,0,0,,False,False
1,28,blank,False,0,0,,False,False
1,29,blank,False,0,0,,False,False
1,30,blank,False,0,0,,False,False
1,31,blank,False,0,0,,False,False
1,32,blank,False,0,0,,False,False
1,33,blank,False,0,0,,False,False
1,34,blank,False,0,0,,False,False
1,35,blank,False,0,0,,False,False
1,36,blank,False,0,0,,False,False
1,37,blank,False,0,0,,False,False
1,38,blank,False,0,0,,False,False
1,39,blank,False,0,0,,False,False
1,40,blank,False,0,0,,False,False
1,41,blank,False,0,0,,False,False
1,42,blank,False,0,0,,False,False
1,43,lava,False,0,0,,False,False
1,44,lava_floor,True,0,0,,True,False
2,0,blank,False,0,0,,False,False
2,1,blank,False,0,0,,False,False
2,2,blank,False,0,0,,False,False
2,3,blank,False,0,0,,False,False
2,4,blank,False,0,0,,False,False
